"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","RfDO5c","RfDO5c 2","RfDO5c 3","RfDO5c 4","RfDO5c 5","RfDO5c 6","RfDO5c 7","RfDO5c 8","RfDO5c 9","RfDO5c 10","RfDO5c 12","dSlJg src","znYl0","dSlJg src 2","znYl0 2","wiI7pd","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjW9t83tL6ueY07hv0GuQLf3hOPXZjnlSNMnf1xZjR0gMHFx=w36-h36-p-rp-mo-ba5-br100","Donny S","Local Guide · 290 ulasan · 125 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","3","","Layanan","Makan di tempat","Jenis makanan","Sarapan","Tarif per orang","Makanan:","Rp 125.000–150.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Rasa makanan enak
Sambal pencit nya juara

Masalah hanya di proses bayar, ambil makanan dan bungkus makanan
Ruwet
Tolong dibenahi, dan pegawai mukanya asem ga ada senyum",""
"https://lh3.googleusercontent.com/a-/ALV-UjU4IC-Ly6eK1tUjaSHim_nFP9Kj3n2ztdr8a9aAAdDpl5k8=w36-h36-p-rp-mo-ba4-br100","Sadmoko Heri utomo (Koko)","Local Guide · 248 ulasan · 97 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","3","3","","2","","Makanan:","","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Tambah sepiiiii",""
"https://lh3.googleusercontent.com/a-/ALV-UjUu01oYnkpF7A7y0gLI4WFTujufzMqCjGkJ5SKl02XnJjw=w36-h36-p-rp-mo-ba5-br100","Plant Lovers Id","Local Guide · 73 ulasan · 791 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJXkSqzB5KlntwgrKexukaB8Fb6kDA4mu4ADM1ZqipU=w36-h36-p-rp-mo-ba4-br100","Catur Fajar","Local Guide · 81 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVLIXyKPa4DEuPvscwEk4dBj34XIdorpEtqhwc2njC2jOA=w36-h36-p-rp-mo-ba2-br100","Gitse MUA","Local Guide · 12 ulasan · 22 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","4","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Sebenernya bukan penyuka bebek krn bbrp kali makan bebek ditempat lain rasanya kyk amis aja gitu.... Ttp begitu makan disini wowww beda bgt, rasa bebek beda bgt sama yg selama ini aku cobain ditambah sm sambal mangganya bikin makin enak 👍
Cuma klo boleh kasih masukan kalau bisa bumbu taburnya rada dibanyakin yaa
But overall bikin nagih
Walaupun butuh kesabaran untuk antri pesanan, antri ambil minum & antri ambil makanannya...

Oiya aku sengaja datang ke cabang utama walau sdh ada cabang baru yg lbh besar & luas yg lokasinya cm 1km sebelum cabang utama",""
"https://lh3.googleusercontent.com/a/ACg8ocLNpC252Y0t-m5SBNFh6HzlO6D4OUdLMz2l3Ah-SoUd=w36-h36-p-rp-mo-br100","ATMARI MARTINI","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","Opsi tempat parkir","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Pelayanan bagus sekali,makanan enak sekali,nyaman sejuk,kita puas atas pelayanan bebek sinjay👍👍👍",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLrag-HeNzNpuA5p5HZedVTQtkD6wKLr98ImrENiWpTMs=w36-h36-p-rp-mo-ba3-br100","yoseph kristanto","Local Guide · 49 ulasan · 41 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","5","Makanan:","4","4","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW962KFfHZuHU81-gQllq4YQxGeW0EfX1PWutaVK7skSA=w36-h36-p-rp-mo-ba5-br100","Yunus","Local Guide · 95 ulasan · 1.079 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","Layanan","Makan di tempat","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","","Empuk gurih sambel nya yang bikin ketagihan",""
"https://lh3.googleusercontent.com/a-/ALV-UjW199VytRHVFuMT0P_uoLYllQRjC3mop0aSK4gcaKSuEkg=w36-h36-p-rp-mo-br100","JINCHENG","2 ulasan · 3 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","4","Makanan:","3","3","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU__XCmNfM0AA7Mbx3RvPTqGKcNA32oMbS5NYDjUY3D0g=w36-h36-p-rp-mo-ba5-br100","yosi almanar","Local Guide · 184 ulasan · 1.007 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5","4","","4","","Makanan:","","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Enak banget, sambel pencitnya pedesnya nampol, sangat recommended, sudah 2 kali saya makan disini, tapi entah mengapa saat saya datang yg kedua kali rasa sambal pencitnya sudah tak se pedas yg dulu, tapi masih tetap enak kok, semoga rasa sambal pencitnya bisa di improve lebih pedas lagi seperti saat pertama kali saya kesini😇",""
"https://lh3.googleusercontent.com/a-/ALV-UjVpRYoLJp6cvbMp5DDXFEk3ZV6jLeaCUa1KJv6QjnSuMA=w36-h36-p-rp-mo-ba2-br100","Widi Yanti","Local Guide · 12 ulasan · 11 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","","Layanan","Bawa pulang","Jenis makanan","Makan malam","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Selalu enak",""
"https://lh3.googleusercontent.com/a-/ALV-UjWHcZ3FbiBA5OMKMrCjOVqbFz5HbYd818aB5enkntwJBA=w36-h36-p-rp-mo-ba4-br100","Studio Bugul","Local Guide · 85 ulasan · 70 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","3","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Makanan atau menu bebeknya porsi besar dan rasanya mantap. Tempat bersih dan nyaman, pembayaran hanya menerima cash. Bagian penganyajian atau pengambilan makanan bisa sedikit lebih ramah.",""
"https://lh3.googleusercontent.com/a-/ALV-UjUFzRjyApz9hdSRC6qbwF3A2s9HTTcsnNPAINd1E0L6E3s=w36-h36-p-rp-mo-ba4-br100","Dziyo Kasyafa","Local Guide · 79 ulasan · 344 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","Makanan:","5","5","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV4_EzG8hnhBom_v74WBnP5dn2ncOK8WdrI19H26zVJXhU=w36-h36-p-rp-mo-br100","jamrud Asadullah Pauwah","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","Layanan","Makan di tempat","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","pelayanan kurang",""
"https://lh3.googleusercontent.com/a-/ALV-UjUxzxN01o-eCb0B-H8O-MNulD117zxnKlFLS_92qOrTQ78=w36-h36-p-rp-mo-ba3-br100","Khansa Syifa","Local Guide · 40 ulasan · 1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","pertama kali coba... muraah.. harga 1 paket 30rb sudah terrmasuk minum teh or jeruk.. porsi buanyak rasa enak.. rameee bgt, tempat luas dan nyaman..",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzrrKFMugGKCDpje9B3W_mD_tAXWytZ922FXhHeDHMz9k=w36-h36-p-rp-mo-ba3-br100","Ach. Fahmi Akwen","Local Guide · 1 ulasan · 19 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","Makanan:","5","5","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a/ACg8ocJgouuoB2DvLX0l4AY1LJI5B7KHEHHz_BJpGM5JLvM=w36-h36-p-rp-mo-ba4-br100","Lie Hwa","Local Guide · 48 ulasan · 200 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Bebeknya emang empuk banget. Ditambah ada sambal mangga.. ini ada 2 ya rumah makan yg lama dan yang baru. Kebetulan ini di rumah makan yg lama. Ga terlalu lama nunggunya dan ada tempat duduk. Lalu untuk porsinya banyak banget. Nasinya banyak. Mantep lah. Harga plus minuman 30 ribu ya (mau paha atau dada sma). Bebeknya dikasih jeroan. Tempatnya ga berac. Jadi kalo siang ya panas. 🤣",""
"https://lh3.googleusercontent.com/a-/ALV-UjVW2DHizYS5iC6O5qoW7IJDX98mcWAUKPJ5eFdCIz1wcCoE=w36-h36-p-rp-mo-ba2-br100","Sekar Ayu Larasati","Local Guide · 18 ulasan · 12 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Pelayanan lama…",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0OYPJ3YUogTXltbNKO_-OjXcQ0HCjdJJDZe9v7Kd4Sng=w36-h36-p-rp-mo-ba4-br100","irul dimy","Local Guide · 136 ulasan · 76 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","3","","Layanan","Makan di tempat","Jenis makanan","Lainnya","Tarif per orang","Makanan:","Rp 1–25.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Makanan enak, tempat luas, parkir luas",""
"https://lh3.googleusercontent.com/a/ACg8ocIOid0WxgPvU2V1t32sEkp6H7jGCaWaLq5hgYSRt2aW=w36-h36-p-rp-mo-br100","Kenny Ryan Tupu","5 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUiWvx4tdApTT8mb3sl3WMmGnI_K1HH-M_cBSe8PwTqBMY=w36-h36-p-rp-mo-br100","Mahdy Izzaturrakhim","7 ulasan · 11 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Sistem antrian untuk order nya jelek banget, sangat tidak jelas",""
"https://lh3.googleusercontent.com/a/ACg8ocJOo6H1bTCfg-6RKv5f9-n7GI2UGQ7f7FPr4wdGeN4_=w36-h36-p-rp-mo-br100","Retno Palupi","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK2z8OGY0Avw6qDJTFMJVZy3g2D0R8KlPi8vgfEvVF2=w36-h36-p-rp-mo-ba2-br100","Ghufron Muhammad","Local Guide · 16 ulasan · 3 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5","5","","5","","Makanan:","","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Sampai hari ini msh terjaga kualitasnya, namun bonus rempelo atinya berkurang 🤭, so far mantabbbbbb",""
"https://lh3.googleusercontent.com/a/ACg8ocJ2oex3I9mEAj9FMfvCZ2hrPMgUQY0wZyaSC6U9LkZZ=w36-h36-p-rp-mo-br100","Mojopahit Sofa","4 ulasan · 12 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","5","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 1–25.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Sesuai dengan bintang yang saya berikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV687nn397k3l9SmQXiFtmM4xouBIX_wG2qCdTcJM9FFFw=w36-h36-p-rp-mo-ba6-br100","Junea Fellayati Puttu Sabila","Local Guide · 179 ulasan · 1.502 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","4","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","","Bebek terlalu garing dibanding dengan Bebek Sinjay yang di area utama.
Tapi harga memang lebih murah.
Area lebih panas menurut saya. Kipasnya tidak menyebar rata.",""
"https://lh3.googleusercontent.com/a/ACg8ocIRBN79CNBQaMChTsoD1yVO23iFBqJXMRH4obJykW2C=w36-h36-p-rp-mo-br100","Susi Meiriawati","7 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","Jenis makanan","Sarapan","Tarif per orang","Rp 75.000–100.000","5","Makanan:","5","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Enak untuk menu bebek goreng nya dan cepat pelayannya juga nyaman tempat nya luas 👍🏻",""
