"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","W8gobe","wiI7pd","RfDO5c","RfDO5c 2","RfDO5c 3","RfDO5c 4","RfDO5c 5","RfDO5c 6","RfDO5c 7","RfDO5c 8","RfDO5c 9","RfDO5c 10","RfDO5c 11","RfDO5c 12","dSlJg src","znYl0","dSlJg src 2","znYl0 2","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjVb4yrSoZM_Nqpx63u-vIjTFxPyUmi2oiwpm83v_8uyRmYW=w36-h36-p-rp-mo-ba5-br100","Qonita & Azra kanal","Local Guide · 1 ulasan · 39 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjVf_yKdpkvOnmY4DpYdxdfz2WxZUm0UH21QQ_E61y5vtFSo=w36-h36-p-rp-mo-ba6-br100","Budi Setiawan","Local Guide · 1.559 ulasan · 3.308 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Bebek sinjay madura, bebek legendaris sepanjang masa, rasanya khas gurih, empuk dengan sambal pencit nya yang hot mantap banget. Recommended","Layanan","Makan di tempat","Jenis makanan","Makan malam","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjW22IJZSRPGFgJoX0fpn46AC32JIh_mJkT6OzdiYVt51pE=w36-h36-p-rp-mo-ba3-br100","Muhammad Saiful Arifin","Local Guide · 18 ulasan · 73 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Saya baru pertama kali makan bebek yang rasanya gak anyir dan mematahkan rasa trauma saya, jujur saya trauma sama namanya bebek goreng karena pernah makan mungkin ngolahnya gak bener udah agak anyir dan ngebuat saya diare 3 hari 😅.

Awalnya saya ragu makan bebek tapi dipatahkan sama restoran ini BEBEK SINJAY yang sudah terkenal banget se indonesia, saya dateng kebetulan tempat yang baru besar banget untuk ukuran restoran dengan menu nya hanya bebek saja, fasilitas lengkap banget top deh, pelayanan cepet bebek sudah jadi tinggal kita yang ambil jadi harus mandiri ya 😁

Ketika bebeknya dateng ke meja saya wah aroma nya sih enak banget gurih dan entah kenapa kesan saya makan di restoran kaya buat jatuh cinta kaya ""pokoknya saya liburan harus mampir kesini lagi 🤣"", dari harganya cuman 32rb dengan porsi yang banyak banget menurut saya.

Kemudian untuk minumannya sih saya pilih es teh manis karena biar cocok aja. Lalu untuk bebeknya jujur ini enak banget bumbunya meresap sampai ketulang, dagingnya empuk banget, kaya bener-bener ngolahnya, di piring ada nasi, bebek, kremes bebek dan sambal mangga yang menurut saya enak banget seger dan gak pedes saya sampai gak nyangka makan ini cocok dan gak bikin saya mual.

Overall buat yang main ke jawa timur mampir deh ke madura buat nyobain  bebek sinjay terus pulangnya beli tahu petis di pinggir jalan sambil ke masjid deket jembatan suramadu nikmatin pemandangan laut 😊","Layanan","Makan di tempat","Jenis makanan","Sarapan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjX0DwPAq3XfVHuyfdt3giVVVLAyXkaaLFxLPk1CWCF2cp8=w36-h36-p-rp-mo-ba4-br100","Dean Anderson","Local Guide · 44 ulasan · 305 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","untuk rasa lumayan, untuk layanannya memang self service jadi kudu siap siap antri untuk dapat giliran ambil makanan dan minum, jadi usahakan sebelum di kasir udah nentuin dulu mau pesan apa aja","4","3","","3","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXSS-Hb8-NlUnifcdM-VKosZhV0rni82nYGWjk3BNXils8=w36-h36-p-rp-mo-br100","Dinda Noor S","28 ulasan · 53 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Rasa dan porsi mantap
Pelayanan cepat
Tempat bersih
Puas banget Uda jauh2 kesana, sesuai ekspektasi 🥰","","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPykiyCtPzJWUf5QF8GEDCxNwQ32BqAx7WphhW5YaBVOEQ=w36-h36-p-rp-mo-ba5-br100","Mata R","Local Guide · 279 ulasan · 361 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Baru pertama kesini, tempat masih baru, super bersih, nyaman, parkir luas, toilet bersih dan masjidnya nyaman

Menu istemewa tentu bebek goreng + sambel pencit... tersedia kecap juga yg makan kalo gak lengkap tanpa kecap, ada menu lain spt telor dadar, tahu tempe, gurame

Agak sayang ditempat yg ramai ada yg ngerokok, memang ditempat terbuka, cuman jadi berkurang seleranya","Tarif per orang","Rp 25.000–50.000","5","4","","4","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocI4f_iJCtoW3wEommmKMRwhw8z5iLFwmOo-TXywXTc1=w36-h36-p-rp-mo-br100","Siti Saodah","47 ulasan · 82 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Tempat parkir luas ..porsi  banyak..mantap pedas manis  pass di lidah👍👍👍
Kebersihan perlu di tingkatkan","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","4","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWyJ6DgvhQxZzN4TCtqP94RKpW-tu82Iuf0v7jaCfLC6ic=w36-h36-p-rp-mo-br100","Purba Langka","17 ulasan · 741 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","oke","Layanan","Makan di tempat","5","5","","5","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWLMf2ul1hbqOot1Z3uFDKTs-sIm_HkqODePe-5UWwe8e0=w36-h36-p-rp-mo-ba5-br100","Agus Kurniawan","Local Guide · 68 ulasan · 425 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","4…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjVzcfV0FkTs12OqeDtM1Mf3DeaGaqitHkBe0d47MFER95Y=w36-h36-p-rp-mo-ba5-br100","My Man","Local Guide · 267 ulasan · 870 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","Luas..mesjid megah","4","4","","4","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUxOCQstUQhJtD3o57TRPp8VWC86VxNgizWEPpy55XWFA=w36-h36-p-rp-mo-br100","Taufik Adi","1 ulasan · 7 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIYNTkt5I9oFjwoKZV95qVrsNmi3Dj3Rkk8XiXE7bT3=w36-h36-p-rp-mo-ba3-br100","Endrica Violetta","Local Guide · 22 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","bebek paling enak yg pernah sy makan!! porsinya banyak banget, sambel pencit jg jd sambel favorit, dan yg paling penting harganya sangat terjangkau<3","Layanan","Makan di tempat","Jenis makanan","Sarapan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUZl51e-GS0FTkZmhr1o7ByaujGwhFXa_ZBbYPoBqTrjg=w36-h36-p-rp-mo-ba2-br100","chudor chuseini Mujianto","Local Guide · 3 ulasan · 21 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjUiMygNNwpD8_wHMPDlpsK26lFl-BTeVe195wd_d--3d6w=w36-h36-p-rp-mo-br100","Totok Suhadi","4 ulasan · 11 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzJ6ZnKVY4v092Z7uUcTIkC1AoXJtuA6Yec4NcE0ciAQ=w36-h36-p-rp-mo-br100","Agustin Tyas","1 ulasan · 2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjXHNLZKkmFZY4fYiiDAtavrBe0Imc7BFzRw5Ni8uMvYQ3o=w36-h36-p-rp-mo-ba6-br100","Edy Sarwanto","Local Guide · 631 ulasan · 1.062 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Tempat strategis.
Parkir mobil motor luas.
Masjid sangat bagus.
Makanan harga Bersahabat.
Pengunjung sangat ramai.
Soal rasa tak diragukan.","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","5","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV5TNdw2D02HgoWsuK7LcLDY5j5OCH4tS4INqG1HnFWuA=w36-h36-p-rp-mo-br100","Hadi Widodo","2 ulasan · 17 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVTEkSYKjS7ySlavnmiWfJkvuB2QoWyQknTpSrrIDgV6Q=w36-h36-p-rp-mo-ba2-br100","Manarul Hidayah","Local Guide · 5 ulasan · 4 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVLBFgatSvuWTebvst4TZ0QQLzRRxKNG5SivCxseGxXhOc=w36-h36-p-rp-mo-ba3-br100","poe leeana","Local Guide · 34 ulasan · 47 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a/ACg8ocIvbDjCaZsa69TZ0IVaTFzd5RKoxkUJJ8U9l_8Dhdiv=w36-h36-p-rp-mo-br100","Yazid Airlangga","2 ulasan · 3 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","Lokasi strategis, makanan lengkap, bukan hanya bebek aja ada bakso, makanan ringan, aneka jus dan masih byk kawan2nya... Rugi deh jika tidak berkunjung ke RM Sinjay jika berwisata ke madura Bangkalan, dilengkapi tempat untuk santai dan musholla. Security parkir dan karyawannya pun ramah tamah dan sopan. Wes ndang mampir ke RM Sinjay. Ciamik markotop super duper maknyuzzzz... Bebek Sinjay memang bukan sekedar makan bebek.","5","5","","5","","","","Makanan:","","Layanan:","","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVW50NObUGPO_GeBNoGUTq_eYYD1phvzvVGXcQJSNu5Cg=w36-h36-p-rp-mo-ba3-br100","Suryawan Andi","Local Guide · 20 ulasan · 35 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Tarif per orang","Rp 25.000–50.000…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a/ACg8ocJ6dUPHNzu62oos6SiiUc2_28Szs2KCNjbytY3NgyBG=w36-h36-p-rp-mo-ba3-br100","wringinanom","Local Guide · 13 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjUasozaZT6OS70KX6Af_gBeLLjxqzJvLMxduTGew1gx-AQ=w36-h36-p-rp-mo-br100","Imam Syafi'i","2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPS-9kdydDYax7Wwup9nhZu4MXJX5Gbqr4OqPNux2hi984=w36-h36-p-rp-mo-ba3-br100","Charisma Dilantika","Local Guide · 49 ulasan · 22 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjVHUcNJzHgFRwkGUPVME4_P8K2BuDBhPsl0Fgj4zS73uw=w36-h36-p-rp-mo-ba3-br100","Agra Gautama","Local Guide · 37 ulasan · 3 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWu5K8voHevq0Trw2NbcDotjvEPJb3gNk2lL51i6EXVSbk=w36-h36-p-rp-mo-ba3-br100","Hadi Iswanto","Local Guide · 16 ulasan · 155 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","","","","","","Layanan","Makan di tempat…","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
"https://lh3.googleusercontent.com/a-/ALV-UjX7NOG2Ua9TS6gD-KXgcFvnWXs79ClNLtW2MPv9emnziow=w36-h36-p-rp-mo-br100","Galih Satya Ramadhan","30 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","sebulan lalu","","","5…","Makanan:","","","","5","","Layanan:","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Lainnya"
